Q1,Q2,Q3,Q4,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,Q4_6,Q4_7,Q4_8,Q5,Q5_T,Q6,Q6_T,Q7,Q7_1,Q7_2,Q7_3,Q7_4,Q7_5,Q7_6,Q7_7,Q7_8,Q7_9,Q7_10,Q7_11,Q7_12,Q7_T,Q8_1,Q8_2,Q9,Q9_1,Q9_2,Q9_3,Q9_4,Q9_5,Q9_6,Q9_7,Q9_8,Q9_9,Q9_10,Q9_11,Q9_12,Q9_T,Q10_1,Q10_2,Q10_3,Q10_4,Q10_5,Q10_6,Q10_7,Q10_8,Q10_9,Q10_10,Q11_1,Q11_2,Q11_3,Q11_4,Q11_5,Q11_6,Q11_7,Q11_8,Q11_9,Q11_10,Q12_1,Q12_2,Q12_3,Q12_4,Q12_5,Q12_6,Q12_7,Q12_8,Q12_9,Q12_10,Q12_11,Q12_T,Q13_1,Q13_2,Q13_3,Q13_4,Q13_5,Q14_1,Q14_2,Q14_3,Q14_4,Q14_5,Q14_6,Q15_1,Q15_2,Q15_3,Q15_4,Q15_5,Q15_6,Q16,Q17,Q18,Q19_1,Q19_2,Q19_3,Q19_4,Q19_5,Q19_6,Q19_7,Q19_8,Q19_9,Q19_10,Q19_11,Q19_12,Q19_13,Q20_1,Q20_2,Q20_3,Q20_4,Q20_5,Q20_6,Q20_7,Q20_8,Q20_9,Q20_10,Q20_11,Q20_12,Q20_13,Q21,Q22,Q22_T,Q23,Q24,Q24_T,Q25,Q26,Q27
1,2,6,6,0,0,0,0,0,1,0,0,1,,6,,2,0,1,0,0,0,0,0,0,0,0,0,0,,3,9,12,0,0,0,0,0,0,0,0,0,0,0,1,something that causes a smell,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,2,2,2,2,1,2,2,2,2,2,2,,4,4,4,2,2,4,4,4,4,4,4,1,4,4,4,3,4,3,2,60,2,2,2,2,2,2,2,2,2,2,2,2,2,4,5,5,5,5,5,5,5,5,5,5,5,5,33576,1,,1,13,Retired,2,3,2
1,2,2,6,0,0,0,0,0,1,0,0,1,,1,,"1,3,4",1,0,1,1,0,0,0,0,0,0,0,0,,2,8,11,0,0,0,0,0,0,0,0,0,0,1,0,,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,2,1,2,1,1,1,1,,2,1,1,2,1,3,4,4,4,4,1,1,1,1,2,2,2,2,1,54,1,1,1,1,1,1,1,2,1,2,1,1,1,5,1,1,1,1,1,1,1,1,2,2,1,1,91325,4,,2,6,,3,1,1
1,2,4,6,0,0,0,0,0,1,0,0,1,,1,,11,0,0,0,0,0,0,0,0,0,0,1,0,,3,9,11,0,0,0,0,0,0,0,0,0,0,1,0,,1,1,2,1,1,1,2,2,1,2,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,3,1,4,1,1,,1,5,1,4,2,5,5,5,5,1,2,4,4,4,4,1,2,3,1,45,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,60640,1,,1,12,,4,2,2
1,2,4,6,0,0,0,0,0,1,0,0,1,,6,,1,1,0,0,0,0,0,0,0,0,0,0,0,,3,10,8,0,0,0,0,0,0,0,1,0,0,0,0,,3,1,1,2,3,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,1,1,3,2,2,2,2,2,2,2,2,,3,2,2,3,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,80,1,1,1,3,1,2,3,2,3,2,2,2,1,2,3,2,1,2,2,2,1,2,2,2,2,2,72450,2,,2,2,,3,3,6
1,2,2,6,0,0,0,0,0,1,0,0,5,,6,,"4,9",0,0,0,1,0,0,0,0,1,0,0,0,,1,4,"3,8",0,0,1,0,0,0,0,1,0,0,0,0,,3,4,2,4,4,3,2,5,3,4,3,4,4,5,5,4,5,5,5,5,3,4,2,3,5,3,4,1,1,3,1,,4,4,1,3,4,2,4,3,1,4,4,3,5,1,3,2,4,1,2,48,2,4,3,5,4,5,1,4,4,2,3,5,5,4,4,2,1,4,4,3,5,4,4,1,5,4,49316,1,,2,2,,3,1,5
1,2,5,6,0,0,0,0,0,1,0,0,3,,1,,1,1,0,0,0,0,0,0,0,0,0,0,0,,1,5,11,0,0,0,0,0,0,0,0,0,0,1,0,,1,2,2,3,2,1,3,2,2,1,3,3,3,3,3,3,3,3,3,3,3,2,1,1,3,1,4,1,1,1,1,,4,1,1,2,1,4,4,5,5,5,3,1,2,2,2,2,3,2,1,31,2,2,2,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,44410,1,,1,4,,7,2,1
1,2,4,6,0,0,0,0,0,1,0,0,3,,6,,"5,7,8",0,0,0,0,1,0,1,1,0,0,0,0,,2,7,11,0,0,0,0,0,0,0,0,0,0,1,0,,3,4,4,2,2,5,4,3,2,3,2,3,3,2,1,4,3,3,1,1,2,1,1,1,1,1,2,2,3,1,1,,2,4,2,2,4,3,3,3,5,4,3,2,2,2,2,1,3,1,4,56,5,4,4,1,1,3,3,1,3,1,2,4,2,1,1,2,1,1,2,1,1,2,1,2,2,5,49341,1,,2,6,,5,3,2
1,2,5,6,0,0,0,0,0,1,0,0,1,,1,,11,0,0,0,0,0,0,0,0,0,0,1,0,,3,9,11,0,0,0,0,0,0,0,0,0,0,1,0,,1,3,3,2,3,1,1,3,2,3,5,5,5,5,5,5,5,5,5,5,1,1,1,1,2,1,2,1,2,1,1,,4,5,5,2,1,5,5,5,5,4,3,3,3,4,4,2,5,2,2,82,5,2,2,5,5,5,5,4,4,5,5,3,4,4,5,3,4,4,4,4,3,2,4,4,3,3,27529,1,,1,12,,3,2,1
1,2,6,6,0,0,0,0,0,1,0,0,1,,6,,"2,7,9",0,1,0,0,0,0,1,0,1,0,0,0,,1,5,7,0,0,0,0,0,0,1,0,0,0,0,0,,2,3,3,3,3,2,3,4,3,3,3,3,4,4,4,3,3,3,3,3,3,2,3,2,3,3,4,3,3,3,1,,4,1,1,4,2,2,3,4,5,4,3,3,2,3,3,2,3,3,2,43,2,2,2,2,2,2,2,3,3,4,3,3,4,2,3,2,2,2,3,3,3,3,3,3,4,3,21237,1,,1,13,,4,2,1
1,2,6,6,0,0,0,0,0,1,0,0,1,,6,,11,0,0,0,0,0,0,0,0,0,0,1,0,,3,9,11,0,0,0,0,0,0,0,0,0,0,1,0,,1,2,2,2,1,1,1,2,1,1,5,5,5,5,5,5,5,5,5,5,2,1,2,1,1,1,1,1,1,1,1,,2,1,1,1,1,4,4,5,5,5,2,3,3,3,3,3,3,2,2,40,1,1,1,1,1,2,2,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,99004,4,,2,13,Retired,5,2,1
1,2,6,6,0,0,0,0,0,1,0,0,1,,2,,"7,9",0,0,0,0,0,0,1,0,1,0,0,0,,1,5,1,1,0,0,0,0,0,0,0,0,0,0,0,,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,1,,4,4,4,5,5,3,4,4,5,2,2,2,2,2,2,3,3,2,3,51,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,4,4,4,4,4,4,4,2,2,2,34103,1,,1,6,,5,6,2
1,2,5,6,0,0,0,0,0,1,0,0,1,,1,,"2,12",1,1,0,0,0,0,0,0,0,0,0,0,,1,5,11,0,0,0,0,0,0,0,0,0,0,1,0,,1,3,3,2,2,2,2,2,2,2,3,3,4,3,4,3,3,4,3,3,2,1,2,1,2,2,3,2,2,1,2,,2,3,3,3,2,3,3,4,5,3,4,2,2,2,3,2,4,3,2,76,2,2,1,1,1,2,2,1,2,1,1,1,1,3,3,5,3,3,3,3,3,4,3,3,3,5,44087,1,,1,13,Artist,4,1,1
1,2,6,6,0,0,0,0,0,1,0,0,1,,1,,11,0,0,0,0,0,0,0,0,0,0,1,0,,3,10,11,0,0,0,0,0,0,0,0,0,0,1,0,,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,1,1,1,1,1,1,2,1,3,1,1,1,1,,4,2,1,2,5,2,4,5,5,3,2,2,2,1,2,1,4,3,1,22,1,1,2,1,1,1,1,1,1,1,1,1,2,2,2,1,1,2,2,2,2,1,1,2,1,2,34481,1,,3,13,Retired,5,2,2
1,2,4,6,0,0,0,0,0,1,0,0,5,,1,,11,0,0,0,0,0,0,0,0,0,0,1,0,,3,10,11,0,0,0,0,0,0,0,0,0,0,1,0,,5,5,5,5,5,5,5,5,5,5,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,,2,1,1,1,1,5,5,5,5,5,5,1,1,1,1,1,5,1,4,58,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,28146,1,,1,6,,3,7,3
1,2,6,6,0,0,0,0,0,1,0,0,1,,2,,11,0,0,0,0,0,0,0,0,0,0,1,0,,2,8,11,0,0,0,0,0,0,0,0,0,0,1,0,,2,4,3,2,1,1,3,4,4,3,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,2,2,1,,4,5,5,5,5,5,5,5,5,5,5,2,2,2,3,2,5,2,1,50,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,5,2,2,2,2,2,2,2,2,2,2,28215,1,,1,13,Retired,5,4,2
1,2,5,6,0,0,0,0,0,1,0,0,1,,6,,11,0,0,0,0,0,0,0,0,0,0,1,0,,3,10,11,0,0,0,0,0,0,0,0,0,0,1,0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,4,4,1,2,2,5,5,5,5,5,5,1,1,1,3,1,4,3,1,31,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,85710,1,,1,13,Retired,5,2,2
1,1,3,6,0,0,0,0,0,1,0,0,1,,2,,1,1,0,0,0,0,0,0,0,0,0,0,0,,1,2,5,0,0,0,0,1,0,0,0,0,0,0,0,,1,3,3,3,4,3,2,2,2,3,3,3,4,2,3,5,2,2,2,3,3,3,1,1,2,3,2,1,2,2,1,,4,4,2,3,4,3,4,4,5,1,3,1,1,1,2,1,2,1,3,72,3,3,1,1,1,1,1,2,2,4,2,1,2,4,4,5,2,2,2,2,2,1,3,5,5,5,84405,1,,1,13,Self employed,2,2,4
1,2,6,6,0,0,0,0,0,1,0,0,1,,1,,11,0,0,0,0,0,0,0,0,0,0,1,0,,3,10,11,0,0,0,0,0,0,0,0,0,0,1,0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,5,1,4,3,2,3,3,1,1,,5,2,5,2,2,2,3,4,4,3,2,3,3,4,4,3,3,3,1,52,1,1,1,1,1,1,1,1,1,1,2,1,1,3,3,3,3,3,3,3,3,3,3,4,2,2,05641,1,,1,13,Retired,2,4,2
1,2,4,6,0,0,0,0,0,1,0,0,1,,6,,"7,9",0,0,0,0,0,0,1,0,1,0,0,0,,1,5,11,0,0,0,0,0,0,0,0,0,0,1,0,,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,2,1,1,1,2,1,2,1,1,2,1,,2,2,4,5,4,3,3,4,4,3,3,1,1,2,2,1,3,3,1,59,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,2,1,2,2,2,5,2,2,2,2,07932,1,,1,12,,4,6,4
1,2,4,6,0,0,0,0,0,1,0,0,1,,2,,10,0,0,0,0,0,0,0,0,0,1,0,0,,1,5,11,0,0,0,0,0,0,0,0,0,0,1,0,,1,3,4,3,3,2,3,3,2,3,4,4,4,2,2,3,2,4,4,4,3,3,3,1,3,2,3,1,2,4,1,,4,3,2,4,4,3,3,5,5,4,4,3,3,3,3,2,4,3,1,41,1,1,1,1,2,1,1,1,1,1,1,1,1,3,3,3,3,3,2,3,3,3,3,3,3,3,94501,2,,2,14,,2,3,4
1,2,6,6,0,0,0,0,0,1,0,0,1,,1,,1,1,0,0,0,0,0,0,0,0,0,0,0,,2,8,11,0,0,0,0,0,0,0,0,0,0,1,0,,1,3,3,3,1,1,3,4,4,3,1,4,4,3,3,2,4,4,4,2,4,4,1,1,3,1,3,1,1,1,1,,4,2,1,4,1,3,4,5,5,3,3,4,3,3,4,4,5,3,1,31,3,3,3,1,1,1,2,3,3,3,4,3,4,4,5,2,1,1,1,1,2,2,1,4,2,2,32750,3,,1,12,,2,1,2
1,2,6,6,0,0,0,0,0,1,0,0,3,,2,,11,0,0,0,0,0,0,0,0,0,0,1,0,,2,7,11,0,0,0,0,0,0,0,0,0,0,1,0,,1,2,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,2,1,1,1,1,1,,4,2,2,5,2,1,1,3,1,5,1,1,2,2,2,3,3,2,2,30,1,2,3,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,21541,1,,1,13,Retired,7,3,3
1,2,6,6,0,0,0,0,0,1,0,0,2,,2,,"1,2,7",1,1,0,0,0,0,1,0,0,0,0,0,,1,2,11,0,0,0,0,0,0,0,0,0,0,1,0,,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,,4,1,4,1,1,2,4,5,5,5,5,3,3,3,3,3,3,3,1,49,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,76354,1,,1,13,Retired,2,7,2
1,2,6,6,0,0,0,0,0,1,0,0,1,,2,,11,0,0,0,0,0,0,0,0,0,0,1,0,,2,8,11,0,0,0,0,0,0,0,0,0,0,1,0,,3,3,4,2,2,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,2,4,1,1,3,1,,4,1,1,2,2,3,4,5,5,1,1,1,1,1,1,1,1,2,3,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,92120,1,,1,13,Retired,6,3,1
1,2,4,6,0,0,0,0,0,1,0,0,5,,1,,9,0,0,0,0,0,0,0,0,1,0,0,0,,3,10,11,0,0,0,0,0,0,0,0,0,0,1,0,,3,4,4,4,3,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,1,3,3,1,3,4,1,,4,3,3,3,3,5,5,5,5,5,2,3,3,3,4,3,5,2,2,24,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,77047,5,,2,12,,1,1,2
1,2,6,6,0,0,0,0,0,1,0,0,1,,2,,11,0,0,0,0,0,0,0,0,0,0,1,0,,1,4,11,0,0,0,0,0,0,0,0,0,0,1,0,,1,2,2,2,1,1,3,2,1,1,3,5,5,5,4,3,5,5,4,2,4,3,4,1,4,3,5,1,4,3,1,,4,2,2,2,2,2,3,5,5,3,4,3,3,4,4,3,5,3,1,55,1,2,2,1,1,1,1,1,1,1,1,1,2,2,5,5,1,1,5,5,5,5,1,2,5,5,34987,1,,1,12,,2,4,2
1,2,5,6,0,0,0,0,0,1,0,0,1,,6,,11,0,0,0,0,0,0,0,0,0,0,1,0,,3,9,11,0,0,0,0,0,0,0,0,0,0,1,0,,1,1,1,2,1,1,1,1,1,1,2,2,1,2,1,1,1,2,1,2,2,3,3,3,1,1,1,1,1,1,1,,2,2,2,3,4,4,5,5,5,3,4,3,3,3,3,1,3,2,1,30,2,3,3,1,1,1,1,1,1,1,1,1,1,1,2,2,2,5,5,5,2,5,1,2,5,5,73130,1,,1,5,,2,3,2
1,2,4,6,0,0,0,0,0,1,0,0,1,,1,,11,0,0,0,0,0,0,0,0,0,0,1,0,,3,9,11,0,0,0,0,0,0,0,0,0,0,1,0,,1,2,2,2,1,1,2,2,1,2,1,1,1,2,1,1,1,1,1,1,3,3,1,1,4,2,2,1,1,1,1,,4,2,1,2,1,2,3,4,4,3,1,2,3,4,4,2,2,2,2,21,2,2,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,1,1,1,1,1,1,2,1,1,43611,1,,1,12,,4,2,4
1,2,6,6,0,0,0,0,0,1,0,0,1,,1,,11,0,0,0,0,0,0,0,0,0,0,1,0,,3,10,11,0,0,0,0,0,0,0,0,0,0,1,0,,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,2,2,2,2,1,,1,1,1,2,2,2,3,3,4,2,2,2,2,2,2,2,2,2,2,20,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,2,2,1,1,1,1,1,2,83713,2,,2,13,Transportation,3,2,2
1,2,5,6,0,0,0,0,0,1,0,0,1,,1,,"1,2,10",1,1,0,0,0,0,0,0,0,1,0,0,,1,6,11,0,0,0,0,0,0,0,0,0,0,1,0,,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,2,2,2,2,2,1,2,1,1,1,1,,2,2,2,2,2,3,3,5,5,3,1,3,4,4,4,3,3,3,1,72,1,1,1,1,1,1,1,1,1,1,1,1,1,2,5,5,5,5,5,5,5,5,5,5,5,5,60428,1,,1,12,,2,3,3
1,2,6,6,0,0,0,0,0,1,0,0,2,,6,,"1,2",1,1,0,0,0,0,0,0,0,0,0,0,,1,5,11,0,0,0,0,0,0,0,0,0,0,1,0,,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,2,2,2,1,1,1,3,4,2,5,1,,4,1,1,4,1,5,5,5,5,5,5,1,1,1,2,1,1,3,1,48,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,11746,1,,1,12,,3,7,1
1,2,5,6,0,0,0,0,0,1,0,0,2,,2,,"1,2",1,1,0,0,0,0,0,0,0,0,0,0,,2,7,1,1,0,0,0,0,0,0,0,0,0,0,0,,2,3,3,3,2,2,2,2,2,3,3,3,3,2,4,3,4,4,3,4,2,4,3,3,4,1,3,3,4,2,1,,4,2,2,3,2,5,5,4,4,2,2,3,3,3,2,3,4,2,2,77,2,3,4,1,1,3,3,3,4,4,4,4,3,4,3,3,2,2,4,4,3,4,3,3,3,4,46060,1,,2,4,,3,2,6
1,2,5,6,0,0,0,0,0,1,0,0,1,,6,,11,0,0,0,0,0,0,0,0,0,0,1,0,,2,8,11,0,0,0,0,0,0,0,0,0,0,1,0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,4,4,3,3,3,4,5,5,1,,4,3,3,2,4,4,5,5,4,4,4,3,2,3,4,2,3,3,1,79,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,1,1,1,2,2,1,1,1,1,1,37138,1,,1,13,Disabled,2,4,3
1,2,4,6,0,0,0,0,0,1,0,0,5,,6,,11,0,0,0,0,0,0,0,0,0,0,1,0,,2,8,11,0,0,0,0,0,0,0,0,0,0,1,0,,1,1,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,1,,4,2,5,4,2,4,4,4,5,5,4,2,2,2,2,2,2,3,1,50,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,29710,1,,1,12,,2,1,1
1,2,6,6,0,0,0,0,0,1,0,0,1,,2,,"2,4,7",0,1,0,1,0,0,1,0,0,0,0,0,,2,7,11,0,0,0,0,0,0,0,0,0,0,1,0,,1,2,2,2,2,1,1,2,2,2,4,4,4,4,4,4,4,4,4,4,2,2,1,1,1,1,3,2,3,4,1,,4,2,1,2,2,3,5,5,5,4,2,2,3,3,4,1,5,3,2,60,1,1,1,1,1,2,2,2,2,1,1,1,1,2,5,5,3,3,3,3,5,4,4,3,5,5,93030,4,,2,12,,4,2,1
1,2,4,6,0,0,0,0,0,1,0,0,3,,2,,11,0,0,0,0,0,0,0,0,0,0,1,0,,2,8,5,0,0,0,0,1,0,0,0,0,0,0,0,,2,1,2,2,3,2,4,4,3,3,2,1,1,2,4,3,4,3,3,1,2,2,2,1,4,3,4,2,2,1,1,,4,3,1,2,2,4,4,4,5,3,2,2,2,2,3,1,3,3,1,63,2,1,2,2,2,3,3,3,2,4,3,2,2,4,2,3,3,3,4,4,4,2,3,3,5,5,30292,1,,1,6,,4,5,4
1,2,6,6,0,0,0,0,0,1,0,0,1,,2,,11,0,0,0,0,0,0,0,0,0,0,1,0,,3,10,11,0,0,0,0,0,0,0,0,0,0,1,0,,1,3,3,3,3,1,3,3,3,3,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,3,1,,4,1,1,1,2,1,4,3,5,4,3,1,2,2,2,2,2,3,1,60,5,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,77845,1,,1,12,,2,2,2
1,2,5,6,0,0,0,0,0,1,0,0,2,,6,,"1,2,4,7,9",1,1,0,1,0,0,1,0,1,0,0,0,,1,3,11,0,0,0,0,0,0,0,0,0,0,1,0,,1,1,1,1,1,1,1,1,1,1,4,5,5,5,4,4,5,5,4,5,2,1,1,1,2,1,2,1,1,2,1,,2,4,1,2,1,3,4,5,5,3,3,1,1,1,1,1,2,3,2,70,3,3,3,1,2,3,3,2,4,3,3,2,3,2,5,5,5,5,5,5,5,4,5,5,5,5,37321,3,,2,13,Disabled,2,1,1
1,2,5,6,0,0,0,0,0,1,0,0,1,,6,,"3,9",0,0,1,0,0,0,0,0,1,0,0,0,,1,3,11,0,0,0,0,0,0,0,0,0,0,1,0,,1,1,2,2,2,2,2,2,1,2,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,5,5,,2,3,5,4,5,3,5,5,5,2,3,2,3,3,4,2,2,3,3,73,5,5,5,2,2,2,3,3,3,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,18015,1,,1,12,,2,2,3
1,2,6,6,0,0,0,0,0,1,0,0,4,,2,,3,0,0,1,0,0,0,0,0,0,0,0,0,,2,8,11,0,0,0,0,0,0,0,0,0,0,1,0,,1,1,1,1,1,1,1,1,1,3,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,4,1,TV,4,5,3,3,3,5,5,5,5,5,5,2,2,2,2,2,2,2,3,72,4,4,4,4,4,4,4,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,11214,1,,1,8,,5,5,2
1,2,4,6,0,0,0,0,0,1,0,0,1,,2,,9,0,0,0,0,0,0,0,0,1,0,0,0,,3,10,11,0,0,0,0,0,0,0,0,0,0,1,0,,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,3,3,3,5,1,,4,3,5,5,5,5,5,5,5,3,2,4,4,3,5,3,3,2,1,64,5,5,1,5,5,5,5,5,5,5,5,5,5,3,5,5,1,1,1,1,1,1,1,1,1,1,31520,1,,2,12,,2,1,2
1,2,5,6,0,0,0,0,0,1,0,0,2,,2,,"1,4",1,0,0,1,0,0,0,0,0,0,0,0,,2,7,4,0,0,0,1,0,0,0,0,0,0,0,0,,1,1,1,2,1,1,1,1,1,1,3,5,3,3,3,3,5,3,3,3,4,1,1,1,4,1,5,1,1,5,1,,4,1,1,1,1,2,2,2,5,5,3,1,1,1,5,1,5,3,1,51,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,1,2,2,2,1,2,28376,1,,1,13,Self employed,2,1,2
1,2,6,6,0,0,0,0,0,1,0,0,1,,6,,"2,9",0,1,0,0,0,0,0,0,1,0,0,0,,2,8,11,0,0,0,0,0,0,0,0,0,0,1,0,,1,4,3,3,3,3,2,3,3,4,3,3,3,3,3,3,3,3,3,5,2,3,1,1,1,1,3,4,2,1,1,,4,2,4,2,1,3,4,5,5,4,5,1,2,3,4,3,5,3,4,70,3,4,4,3,4,4,5,4,4,3,5,5,4,4,5,5,4,4,4,4,3,4,3,4,4,4,23666,1,,1,13,Retired,4,3,1
1,2,4,6,0,0,0,0,0,1,0,0,1,,1,,11,0,0,0,0,0,0,0,0,0,0,1,0,,3,9,11,0,0,0,0,0,0,0,0,0,0,1,0,,1,3,3,2,4,1,4,4,3,2,1,1,2,2,3,1,1,1,1,1,3,3,3,3,2,1,1,1,3,2,1,,2,2,2,2,2,5,5,5,4,4,3,5,4,4,3,2,4,2,2,39,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10017,4,,1,13,Legal,4,5,2
1,2,5,6,0,0,0,0,0,1,0,0,2,,1,,11,0,0,0,0,0,0,0,0,0,0,1,0,,1,5,11,0,0,0,0,0,0,0,0,0,0,1,0,,3,2,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,5,2,3,5,4,4,4,4,3,3,3,,4,2,2,2,2,3,3,4,4,3,5,1,2,2,3,5,5,2,3,54,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,30292,1,,1,12,,2,2,4
1,2,6,6,0,0,0,0,0,1,0,0,2,,1,,11,0,0,0,0,0,0,0,0,0,0,1,0,,3,9,11,0,0,0,0,0,0,0,0,0,0,1,0,,4,4,4,3,3,3,4,3,4,3,1,1,1,1,1,1,1,1,1,1,3,1,3,1,2,1,4,3,2,4,1,,2,2,1,4,5,3,4,4,5,1,5,2,2,2,5,2,4,2,3,61,3,3,4,1,1,1,1,2,2,1,2,4,4,2,2,2,2,2,2,2,2,4,2,2,2,2,96778,1,,1,13,Retired,2,2,2
1,2,5,6,0,0,0,0,0,1,0,0,3,,1,,7,0,0,0,0,0,0,1,0,0,0,0,0,,3,9,11,0,0,0,0,0,0,0,0,0,0,1,0,,1,2,2,3,1,1,2,2,2,2,5,5,5,5,5,5,5,5,5,5,4,4,3,3,2,3,3,2,3,4,1,,2,4,4,3,5,4,4,5,5,5,4,2,2,2,3,2,4,2,1,62,1,3,3,3,2,3,3,3,4,2,1,2,5,3,3,2,3,2,3,3,3,4,3,4,2,3,16335,1,,1,6,,5,4,2
1,2,6,6,0,0,0,0,0,1,0,0,1,,1,,7,0,0,0,0,0,0,1,0,0,0,0,0,,1,5,4,0,0,0,1,0,0,0,0,0,0,0,0,,1,2,3,2,2,2,4,4,2,2,3,3,3,3,3,3,4,4,3,3,1,1,1,1,1,1,1,1,2,3,1,,1,3,2,3,2,2,2,3,4,3,4,1,1,1,1,2,3,3,2,51,2,2,3,2,2,2,2,3,4,2,2,2,2,2,2,2,1,2,2,2,3,4,2,4,2,2,91001,1,,1,12,,2,2,2
1,2,4,6,0,0,0,0,0,1,0,0,1,,6,,11,0,0,0,0,0,0,0,0,0,0,1,0,,3,9,"1,2,4,5,6,7,8,10",1,1,0,1,1,1,1,1,0,1,0,0,,2,2,2,3,3,2,3,3,2,3,2,2,2,2,3,2,2,2,2,2,2,1,1,1,1,1,1,1,1,2,1,,2,2,1,4,4,3,4,4,4,1,1,3,3,3,3,1,1,3,3,97,2,2,3,2,2,2,2,3,3,3,3,1,2,2,1,5,2,2,2,2,4,2,2,2,1,5,97015,1,,1,12,,5,4,4
1,2,6,6,0,0,0,0,0,1,0,0,1,,6,,"2,4",0,1,0,1,0,0,0,0,0,0,0,0,,3,10,11,0,0,0,0,0,0,0,0,0,0,1,0,,1,5,3,4,4,2,2,3,3,5,4,4,4,4,4,4,4,4,4,4,3,1,1,1,1,1,4,1,1,1,1,,5,4,2,1,5,5,5,5,5,5,4,1,1,1,1,1,5,3,1,100,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,5,5,5,5,5,5,5,5,5,5,5,33809,1,,1,13,Retired,4,2,2
